Schedule,FPR,TPR
Convex Only,0.0,0.02111780455153949
Convex Only,0.010101010101010102,0.027889554863959658
Convex Only,0.020202020202020204,0.038788281400836885
Convex Only,0.030303030303030304,0.08402779493457997
Convex Only,0.04040404040404041,0.08654925008761408
Convex Only,0.05050505050505051,0.0946262607962037
Convex Only,0.06060606060606061,0.09714771594923781
Convex Only,0.07070707070707072,0.13565727937953684
Convex Only,0.08080808080808081,0.15051639687023327
Convex Only,0.09090909090909091,0.16910073650720447
Convex Only,0.10101010101010102,0.17681314194688263
Convex Only,0.11111111111111112,0.1937458270844447
Convex Only,0.12121212121212122,0.21073936168044657
Convex Only,0.13131313131313133,0.21755886682531056
Convex Only,0.14141414141414144,0.22770107266129633
Convex Only,0.15151515151515152,0.23139603090170907
Convex Only,0.16161616161616163,0.2456347251513563
Convex Only,0.17171717171717174,0.2598927805923252
Convex Only,0.18181818181818182,0.26028632644041644
Convex Only,0.19191919191919193,0.26028632644041644
Convex Only,0.20202020202020204,0.264831780985871
Convex Only,0.21212121212121213,0.27239424775886417
Convex Only,0.22222222222222224,0.2903292367464847
Convex Only,0.23232323232323235,0.29643040911271734
Convex Only,0.24242424242424243,0.31042426713003757
Convex Only,0.25252525252525254,0.31899819002817464
Convex Only,0.26262626262626265,0.33262261797681675
Convex Only,0.27272727272727276,0.3371074572677979
Convex Only,0.2828282828282829,0.34150203652875993
Convex Only,0.29292929292929293,0.3662372068039166
Convex Only,0.30303030303030304,0.3730291164331838
Convex Only,0.31313131313131315,0.3782892792404523
Convex Only,0.32323232323232326,0.3835494420477209
Convex Only,0.33333333333333337,0.38855897828857333
Convex Only,0.3434343434343435,0.3961355381490811
Convex Only,0.3535353535353536,0.4034315143956718
Convex Only,0.36363636363636365,0.4156015233671725
Convex Only,0.37373737373737376,0.42777153233867315
Convex Only,0.38383838383838387,0.43211325848189086
Convex Only,0.393939393939394,0.4488154311960816
Convex Only,0.4040404040404041,0.45395460550516875
Convex Only,0.4141414141414142,0.45718315910664253
Convex Only,0.42424242424242425,0.47172834408811815
Convex Only,0.43434343434343436,0.474812213081078
Convex Only,0.4444444444444445,0.4757381390070039
Convex Only,0.4545454545454546,0.4817673061807494
Convex Only,0.4646464646464647,0.4967504711639144
Convex Only,0.4747474747474748,0.49691882133226456
Convex Only,0.48484848484848486,0.5048135581743698
Convex Only,0.494949494949495,0.5080822060424681
Convex Only,0.5050505050505051,0.5133448123777864
Convex Only,0.5151515151515152,0.5181008914521914
Convex Only,0.5252525252525253,0.5211572245286048
Convex Only,0.5353535353535354,0.533837836900326
Convex Only,0.5454545454545455,0.5618719705766457
Convex Only,0.5555555555555556,0.5689557958422892
Convex Only,0.5656565656565657,0.5805850756533871
Convex Only,0.5757575757575758,0.5905417856100972
Convex Only,0.5858585858585859,0.5932018640277513
Convex Only,0.595959595959596,0.6161040307703516
Convex Only,0.6060606060606061,0.6245968678320094
Convex Only,0.6161616161616162,0.6364984844385702
Convex Only,0.6262626262626263,0.6381204034847316
Convex Only,0.6363636363636365,0.6650659099872221
Convex Only,0.6464646464646465,0.6835962744400323
Convex Only,0.6565656565656566,0.6923199124300179
Convex Only,0.6666666666666667,0.7085482127492274
Convex Only,0.6767676767676768,0.7125550925136829
Convex Only,0.686868686868687,0.7163655637483965
Convex Only,0.696969696969697,0.7179594244331663
Convex Only,0.7070707070707072,0.7383464802269206
Convex Only,0.7171717171717172,0.7445499598177295
Convex Only,0.7272727272727273,0.7470498868233346
Convex Only,0.7373737373737375,0.7495498138289399
Convex Only,0.7474747474747475,0.7815013542574504
Convex Only,0.7575757575757577,0.8048191960035508
Convex Only,0.7676767676767677,0.8160349074584966
Convex Only,0.7777777777777778,0.8227296746795796
Convex Only,0.787878787878788,0.8250024019523069
Convex Only,0.797979797979798,0.8282384867875155
Convex Only,0.8080808080808082,0.8369576610050468
Convex Only,0.8181818181818182,0.8501766526742027
Convex Only,0.8282828282828284,0.8520320079797223
Convex Only,0.8383838383838385,0.8705141575436152
